form	wsafter	testid	anas	lemma	xpostag	separated	previd	prevold	prevclosest
tette	" "	v125	[{"lemma": "tesz", "tag": "[/V][Pst.Def.3Sg]", "morphana": "tesz[/V]=te+tte[Pst.Def.3Sg]=tte", "readable": "tesz[/V]=te + tte[Pst.Def.3Sg]", "twolevel": "t:t e:e :s :z :[/V] t:t t:t e:e :[Pst.Def.3Sg]"}, {"lemma": "tette", "tag": "[/N][Nom]", "morphana": "tesz[/V]=te+tte[_Ger:tA/N]=tte+[Nom]=", "readable": "tesz[/V]=te + tte[_Ger:tA/N] + [Nom]", "twolevel": "t:t e:e :s :z :[/V] t:t t:t e:e :[_Ger:tA/N] :[Nom]"}, {"lemma": "tette", "tag": "[/Adj][Nom]", "morphana": "tesz[/V]=te+tte[_PerfPtcp_Subj=tA/Adj]=tte+[Nom]=", "readable": "tesz[/V]=te + tte[_PerfPtcp_Subj=tA/Adj] + [Nom]", "twolevel": "t:t e:e :s :z :[/V] t:t t:t e:e :[_PerfPtcp_Subj=tA/Adj] :[Nom]"}, {"lemma": "tett", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "tett[/N]=tett+e[Poss.3Sg]=e+[Nom]=", "readable": "tett[/N] + e[Poss.3Sg] + [Nom]", "twolevel": "t:t e:e t:t t:t :[/N] e:e :[Poss.3Sg] :[Nom]"}]	hozzátesz	[/Prev][/V][Pst.Def.3Sg]	sep	122	130	143
még	" "	.	[{"lemma": "még", "tag": "[/Adv]", "morphana": "még[/Adv]=még", "readable": "még[/Adv]", "twolevel": "m:m é:é g:g :[/Adv]"}]	még	[/Adv]			.	.
hozzá	" "	p125	[{"lemma": "ő", "tag": "[/N|Pro][All][3Sg]", "morphana": "ő[/N|Pro]=+hozzá[All]=hozzá+[3Sg]=", "readable": "ő[/N|Pro]= + hozzá[All] + [3Sg]", "twolevel": ":ő :[/N|Pro] h:h o:o z:z z:z á:á :[All] :[ :3 :S :g :]"}, {"lemma": "hozzá", "tag": "[/Prev]", "morphana": "hozzá[/Prev]=hozzá", "readable": "hozzá[/Prev]", "twolevel": "h:h o:o z:z z:z á:á :[/Prev]"}]		[/Prev]	conn	122	130	143
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]			.	.
ujját	" "	.	[{"lemma": "ujj", "tag": "[/N][Poss.3Sg][Acc]", "morphana": "ujj[/N]=ujj+a[Poss.3Sg]=á+t[Acc]=t", "readable": "ujj[/N] + a[Poss.3Sg]=á + t[Acc]", "twolevel": "u:u j:j j:j :[/N] á:a :[Poss.3Sg] t:t :[Acc]"}]	ujj	[/N][Poss.3Sg][Acc]			.	.
fölemelve	""	.	[{"lemma": "fölemel", "tag": "[/V][_AdvPtcp/Adv]", "morphana": "föl[/Prev]=föl+emel[/V]=emel+ve[_AdvPtcp/Adv]=ve", "readable": "föl[/Prev] + emel[/V] + ve[_AdvPtcp/Adv]", "twolevel": "f:f ö:ö l:l :[/Prev] e:e m:m e:e l:l :[/V] v:v e:e :[_AdvPtcp/Adv]"}]	fölemel	[/Prev][/V][_AdvPtcp/Adv]	pfx		.	.
.	"\r\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]			.	.

Tizenkét	" "	.	[{"lemma": "tizenkét", "tag": "[/Num|Attr][Nom]", "morphana": "tizenkét[/Num|Attr]=tizenkét+[Nom]=", "readable": "tizenkét[/Num|Attr] + [Nom]", "twolevel": "t:t i:i z:z e:e n:n k:k é:é t:t :[/Num|Attr] :[Nom]"}]	tizenkét	[/Num|Attr][Nom]			.	.
évig	" "	.	[{"lemma": "év", "tag": "[/N][Ter]", "morphana": "év[/N]=év+ig[Ter]=ig", "readable": "év[/N] + ig[Ter]", "twolevel": "é:é v:v :[/N] i:i g:g :[Ter]"}]	év	[/N][Ter]			.	.
rá	" "	p126	[{"lemma": "ő", "tag": "[/N|Pro][Subl][3Sg]", "morphana": "ő[/N|Pro]=+rá[Subl]=rá+[3Sg]=", "readable": "ő[/N|Pro]= + rá[Subl] + [3Sg]", "twolevel": ":ő :[/N|Pro] r:r á:á :[Subl] :[ :3 :S :g :]"}, {"lemma": "rá", "tag": "[/Prev]", "morphana": "rá[/Prev]=rá", "readable": "rá[/Prev]", "twolevel": "r:r á:á :[/Prev]"}]		[/Prev]	conn	123	131	144
sem	" "	.	[{"lemma": "sem", "tag": "[/Adv]", "morphana": "sem[/Adv]=sem", "readable": "sem[/Adv]", "twolevel": "s:s e:e m:m :[/Adv]"}, {"lemma": "sem", "tag": "[/Cnj]", "morphana": "sem[/Cnj]=sem", "readable": "sem[/Cnj]", "twolevel": "s:s e:e m:m :[/Cnj]"}]	sem	[/Adv]			.	.
néztem	" "	v126	[{"lemma": "nézte", "tag": "[/N][Poss.1Sg][Nom]", "morphana": "néz[/V]=néz+te[_Ger:tA/N]=t+em[Poss.1Sg]=em+[Nom]=", "readable": "néz[/V] + te[_Ger:tA/N]=t + em[Poss.1Sg] + [Nom]", "twolevel": "n:n é:é z:z :[/V] t:t :e :[_Ger:tA/N] e:e m:m :[Poss.1Sg] :[Nom]"}, {"lemma": "néz", "tag": "[/V][Pst.Def.1Sg]", "morphana": "néz[/V]=néz+tem[Pst.Def.1Sg]=tem", "readable": "néz[/V] + tem[Pst.Def.1Sg]", "twolevel": "n:n é:é z:z :[/V] t:t e:e m:m :[Pst.Def.1Sg]"}, {"lemma": "néz", "tag": "[/V][Pst.NDef.1Sg]", "morphana": "néz[/V]=néz+tem[Pst.NDef.1Sg]=tem", "readable": "néz[/V] + tem[Pst.NDef.1Sg]", "twolevel": "n:n é:é z:z :[/V] t:t e:e m:m :[Pst.NDef.1Sg]"}]	rán�z	[/Prev][/V][Pst.NDef.1Sg]	sep	123	131	144
más	" "	.	[{"lemma": "más", "tag": "[/Adj|Pro][Nom]", "morphana": "más[/Adj|Pro]=más+[Nom]=", "readable": "más[/Adj|Pro] + [Nom]", "twolevel": "m:m á:á s:s :[/Adj|Pro] :[Nom]"}, {"lemma": "más", "tag": "[/N|Pro][Nom]", "morphana": "más[/N|Pro]=más+[Nom]=", "readable": "más[/N|Pro] + [Nom]", "twolevel": "m:m á:á s:s :[/N|Pro] :[Nom]"}]	más	[/N|Pro][Nom]			.	.
nőnemű	" "	.	[{"lemma": "nőnemű", "tag": "[/Adj][Nom]", "morphana": "nő[/N]=nő+nem[/N]=nem+ű[_Adjz:Ú/Adj]=ű+[Nom]=", "readable": "nő[/N] + nem[/N] + ű[_Adjz:Ú/Adj] + [Nom]", "twolevel": "n:n ő:ő :[/N] n:n e:e m:m :[/N] ű:ű :[_Adjz:Ú/Adj] :[Nom]"}, {"lemma": "nőnemű", "tag": "[/Adj][Nom]", "morphana": "nőnem[/N]=nőnem+ű[_Adjz:Ú/Adj]=ű+[Nom]=", "readable": "nőnem[/N] + ű[_Adjz:Ú/Adj] + [Nom]", "twolevel": "n:n ő:ő n:n e:e m:m :[/N] ű:ű :[_Adjz:Ú/Adj] :[Nom]"}, {"lemma": "nőnemű", "tag": "[/Adj][Nom]", "morphana": "nőnemű[/Adj]=nőnemű+[Nom]=", "readable": "nőnemű[/Adj] + [Nom]", "twolevel": "n:n ő:ő n:n e:e m:m ű:ű :[/Adj] :[Nom]"}]	nőnemű	[/Adj][Nom]			.	.
lényre	""	.	[{"lemma": "lény", "tag": "[/N][Subl]", "morphana": "lény[/N]=lény+re[Subl]=re", "readable": "lény[/N] + re[Subl]", "twolevel": "l:l é:é n:n y:y :[/N] r:r e:e :[Subl]"}]	lény	[/N][Subl]			.	.
.	"\r\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]			.	.

De	" "	.	[{"lemma": "de", "tag": "[/Adv]", "morphana": "de[/Adv]=de", "readable": "de[/Adv]", "twolevel": "d:d e:e :[/Adv]"}, {"lemma": "de", "tag": "[/Cnj]", "morphana": "de[/Cnj]=de", "readable": "de[/Cnj]", "twolevel": "d:d e:e :[/Cnj]"}, {"lemma": "de", "tag": "[/X]", "morphana": "de[/X]=de", "readable": "de[/X]", "twolevel": "d:d e:e :[/X]"}]	de	[/Cnj]			.	.
ezen	" "	.	[{"lemma": "ez", "tag": "[/Det|Pro][Supe]", "morphana": "ez[/Det|Pro]=ez+en[Supe]=en", "readable": "ez[/Det|Pro] + en[Supe]", "twolevel": "e:e z:z :[/Det|Pro] e:e n:n :[Supe]"}, {"lemma": "ez", "tag": "[/N|Pro][Supe]", "morphana": "ez[/N|Pro]=ez+en[Supe]=en", "readable": "ez[/N|Pro] + en[Supe]", "twolevel": "e:e z:z :[/N|Pro] e:e n:n :[Supe]"}, {"lemma": "ezen", "tag": "[/Det|Pro|def]", "morphana": "ezen[/Det|Pro|def]=ezen", "readable": "ezen[/Det|Pro|def]", "twolevel": "e:e z:z e:e n:n :[/Det|Pro|def]"}]	ez	[/Det|Pro][Supe]			.	.
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
csúcson	" "	.	[{"lemma": "csúcs", "tag": "[/N][Supe]", "morphana": "csúcs[/N]=csúcs+on[Supe]=on", "readable": "csúcs[/N] + on[Supe]", "twolevel": "c:c s:s ú:ú c:c s:s :[/N] o:o n:n :[Supe]"}]	csúcs	[/N][Supe]			.	.
-	" "	.	[{"lemma": "-", "tag": "[Hyph:Hyph]", "morphana": "-[Hyph:Hyph]=-", "readable": "-[Hyph:Hyph]", "twolevel": "-:- :[Hyph:Hyph]"}, {"lemma": "-", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	-	[Punct]			.	.
s	" "	.	[{"lemma": "s", "tag": "[/Cnj]", "morphana": "s[/Cnj]=s", "readable": "s[/Cnj]", "twolevel": "s:s :[/Cnj]"}, {"lemma": "s", "tag": "[/N][Nom]", "morphana": "s[/N|Ltr]=s+[Nom]=", "readable": "s[/N|Ltr] + [Nom]", "twolevel": "s:s :[/N|Ltr] :[Nom]"}, {"lemma": "s", "tag": "[/N][Nom]", "morphana": "s[/N|Unit|Abbr]=s+[Nom]=", "readable": "s[/N|Unit|Abbr] + [Nom]", "twolevel": "s:s :[/N|Unit|Abbr] :[Nom]"}]	s	[/Cnj]			.	.
ezt	" "	.	[{"lemma": "ez", "tag": "[/Det|Pro][Acc]", "morphana": "ez[/Det|Pro]=ez+t[Acc]=t", "readable": "ez[/Det|Pro] + t[Acc]", "twolevel": "e:e z:z :[/Det|Pro] t:t :[Acc]"}, {"lemma": "ez", "tag": "[/N|Pro][Acc]", "morphana": "ez[/N|Pro]=ez+t[Acc]=t", "readable": "ez[/N|Pro] + t[Acc]", "twolevel": "e:e z:z :[/N|Pro] t:t :[Acc]"}]	ez	[/Det|Pro][Acc]			.	.
már	" "	.	[{"lemma": "már", "tag": "[/Adv]", "morphana": "már[/Adv]=már", "readable": "már[/Adv]", "twolevel": "m:m á:á r:r :[/Adv]"}]	már	[/Adv]			.	.
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
regény	" "	.	[{"lemma": "regény", "tag": "[/N][Nom]", "morphana": "regény[/N]=regény+[Nom]=", "readable": "regény[/N] + [Nom]", "twolevel": "r:r e:e g:g é:é n:n y:y :[/N] :[Nom]"}]	regény	[/N][Nom]			.	.
bizonyítja	" "	.	[{"lemma": "bizonyít", "tag": "[/V][Prs.Def.3Sg]", "morphana": "bizonyít[/V]=bizonyít+ja[Prs.Def.3Sg]=ja", "readable": "bizonyít[/V] + ja[Prs.Def.3Sg]", "twolevel": "b:b i:i z:z o:o n:n y:y í:í t:t :[/V] j:j a:a :[Prs.Def.3Sg]"}]	bizonyít	[/V][Prs.Def.3Sg]			.	.
-	" "	.	[{"lemma": "-", "tag": "[Hyph:Hyph]", "morphana": "-[Hyph:Hyph]=-", "readable": "-[Hyph:Hyph]", "twolevel": "-:- :[Hyph:Hyph]"}, {"lemma": "-", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	-	[Punct]			.	.
elkezdtem	" "	.	[{"lemma": "elkezdte", "tag": "[/N][Poss.1Sg][Nom]", "morphana": "el[/Prev]=el+kezd[/V]=kezd+te[_Ger:tA/N]=t+em[Poss.1Sg]=em+[Nom]=", "readable": "el[/Prev] + kezd[/V] + te[_Ger:tA/N]=t + em[Poss.1Sg] + [Nom]", "twolevel": "e:e l:l :[/Prev] k:k e:e z:z d:d :[/V] t:t :e :[_Ger:tA/N] e:e m:m :[Poss.1Sg] :[Nom]"}, {"lemma": "elkezd", "tag": "[/V][Pst.Def.1Sg]", "morphana": "el[/Prev]=el+kezd[/V]=kezd+tem[Pst.Def.1Sg]=tem", "readable": "el[/Prev] + kezd[/V] + tem[Pst.Def.1Sg]", "twolevel": "e:e l:l :[/Prev] k:k e:e z:z d:d :[/V] t:t e:e m:m :[Pst.Def.1Sg]"}, {"lemma": "elkezd", "tag": "[/V][Pst.NDef.1Sg]", "morphana": "el[/Prev]=el+kezd[/V]=kezd+tem[Pst.NDef.1Sg]=tem", "readable": "el[/Prev] + kezd[/V] + tem[Pst.NDef.1Sg]", "twolevel": "e:e l:l :[/Prev] k:k e:e z:z d:d :[/V] t:t e:e m:m :[Pst.NDef.1Sg]"}]	elkezd	[/Prev][/V][Pst.NDef.1Sg]	pfx		.	.
gyanakodni	" "	.	[{"lemma": "gyanakszik", "tag": "[/V][Inf]", "morphana": "gyanakszik[/V]=gyanakod+ni[Inf]=ni", "readable": "gyanakszik[/V]=gyanakod + ni[Inf]", "twolevel": "g:g y:y a:a n:n a:a k:k o:s d:z :i :k :[/V] n:n i:i :[Inf]"}]	gyanakszik	[/V][Inf]			.	.
erre	" "	.	[{"lemma": "erre", "tag": "[/Adv|Pro]", "morphana": "erre[/Adv|Pro]=erre", "readable": "erre[/Adv|Pro]", "twolevel": "e:e r:r r:r e:e :[/Adv|Pro]"}, {"lemma": "ez", "tag": "[/Det|Pro][Subl]", "morphana": "ez[/Det|Pro]=er+re[Subl]=re", "readable": "ez[/Det|Pro]=er + re[Subl]", "twolevel": "e:e r:z :[/Det|Pro] r:r e:e :[Subl]"}, {"lemma": "ez", "tag": "[/N|Pro][Subl]", "morphana": "ez[/N|Pro]=er+re[Subl]=re", "readable": "ez[/N|Pro]=er + re[Subl]", "twolevel": "e:e r:z :[/N|Pro] r:r e:e :[Subl]"}]	ez	[/Det|Pro][Subl]			.	.
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]			.	.
épségre	""	.	[{"lemma": "épség", "tag": "[/N][Subl]", "morphana": "ép[/Adj]=ép+ség[_Nz_Abstr/N]=ség+re[Subl]=re", "readable": "ép[/Adj] + ség[_Nz_Abstr/N] + re[Subl]", "twolevel": "é:é p:p :[/Adj] s:s é:é g:g :[_Nz_Abstr/N] r:r e:e :[Subl]"}, {"lemma": "épség", "tag": "[/N][Subl]", "morphana": "épség[/N]=épség+re[Subl]=re", "readable": "épség[/N] + re[Subl]", "twolevel": "é:é p:p s:s é:é g:g :[/N] r:r e:e :[Subl]"}]	épség	[/N][Subl]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
normára	""	.	[{"lemma": "norma", "tag": "[/N][Subl]", "morphana": "norma[/N]=normá+ra[Subl]=ra", "readable": "norma[/N]=normá + ra[Subl]", "twolevel": "n:n o:o r:r m:m á:a :[/N] r:r a:a :[Subl]"}]	norma	[/N][Subl]			.	.
:	" "	.	[{"lemma": ":", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	:	[Punct]			.	.
nem	" "	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]			.	.
csapott	" "	v127	[{"lemma": "csap", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "csap[/V]=csap+ott[Pst.NDef.3Sg]=ott", "readable": "csap[/V] + ott[Pst.NDef.3Sg]", "twolevel": "c:c s:s a:a p:p :[/V] o:o t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "csapott", "tag": "[/Adj][Nom]", "morphana": "csap[/V]=csap+ott[_PerfPtcp/Adj]=ott+[Nom]=", "readable": "csap[/V] + ott[_PerfPtcp/Adj] + [Nom]", "twolevel": "c:c s:s a:a p:p :[/V] o:o t:t t:t :[_PerfPtcp/Adj] :[Nom]"}, {"lemma": "csapott", "tag": "[/Adj|Attr][Nom]", "morphana": "csapott[/Adj|Attr]=csapott+[Nom]=", "readable": "csapott[/Adj|Attr] + [Nom]", "twolevel": "c:c s:s a:a p:p o:o t:t t:t :[/Adj|Attr] :[Nom]"}]	csap	[/V][Pst.NDef.3Sg]			132	145
-e	" "	.	[{"lemma": "-e", "tag": "[/QPtcl]", "morphana": "-e[/QPtcl]=-e", "readable": "-e[/QPtcl]", "twolevel": "-:- e:e :[/QPtcl]"}]	-e	[/QPtcl]			.	.
be	""	p127	[{"lemma": "be", "tag": "[/Prev]", "morphana": "be[/Prev]=be", "readable": "be[/Prev]", "twolevel": "b:b e:e :[/Prev]"}]	be	[/Prev]			132	145
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
nem	" "	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]			.	.
zárta	" "	.	[{"lemma": "zárta", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "zár[/V]=zár+ta[_Ger:tA/N]=t+a[Poss.3Sg]=a+[Nom]=", "readable": "zár[/V] + ta[_Ger:tA/N]=t + a[Poss.3Sg] + [Nom]", "twolevel": "z:z á:á r:r :[/V] t:t :a :[_Ger:tA/N] a:a :[Poss.3Sg] :[Nom]"}, {"lemma": "zár", "tag": "[/V][Pst.Def.3Sg]", "morphana": "zár[/V]=zár+ta[Pst.Def.3Sg]=ta", "readable": "zár[/V] + ta[Pst.Def.3Sg]", "twolevel": "z:z á:á r:r :[/V] t:t a:a :[Pst.Def.3Sg]"}, {"lemma": "zárta", "tag": "[/Adj][Nom]", "morphana": "zár[/V]=zár+ta[_PerfPtcp_Subj=tA/Adj]=ta+[Nom]=", "readable": "zár[/V] + ta[_PerfPtcp_Subj=tA/Adj] + [Nom]", "twolevel": "z:z á:á r:r :[/V] t:t a:a :[_PerfPtcp_Subj=tA/Adj] :[Nom]"}, {"lemma": "zárta", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "zárta[/N]=zárt+a[Poss.3Sg]=a+[Nom]=", "readable": "zárta[/N]=zárt + a[Poss.3Sg] + [Nom]", "twolevel": "z:z á:á r:r t:t :a :[/N] a:a :[Poss.3Sg] :[Nom]"}]	zár	[/V][Pst.Def.3Sg]			.	.
-e	" "	.	[{"lemma": "-e", "tag": "[/QPtcl]", "morphana": "-e[/QPtcl]=-e", "readable": "-e[/QPtcl]", "twolevel": "-:- e:e :[/QPtcl]"}]	-e	[/QPtcl]			.	.
fölpattinthatatlan	" "	.	[{"lemma": "fölpattinthatatlan", "tag": "[/Adj][Nom]", "morphana": "föl[/Prev]=föl+pattint[/V]=pattint+hatatlan[_NegModPtcp/Adj]=hatatlan+[Nom]=", "readable": "föl[/Prev] + pattint[/V] + hatatlan[_NegModPtcp/Adj] + [Nom]", "twolevel": "f:f ö:ö l:l :[/Prev] p:p a:a t:t t:t i:i n:n t:t :[/V] h:h a:a t:t a:a t:t l:l a:a n:n :[_NegModPtcp/Adj] :[Nom]"}, {"lemma": "fölpattinthatatlan", "tag": "[/Adj][_Manner:0/Adv]", "morphana": "föl[/Prev]=föl+pattint[/V]=pattint+hatatlan[_NegModPtcp/Adj]=hatatlan+[_Manner:0/Adv]=", "readable": "föl[/Prev] + pattint[/V] + hatatlan[_NegModPtcp/Adj] + [_Manner:0/Adv]", "twolevel": "f:f ö:ö l:l :[/Prev] p:p a:a t:t t:t i:i n:n t:t :[/V] h:h a:a t:t a:a t:t l:l a:a n:n :[_NegModPtcp/Adj] :[_Manner:0/Adv]"}]	fölpattinthatatlan	[/Adj][Nom]			.	.
tokba	" "	.	[{"lemma": "tok", "tag": "[/N][Ill]", "morphana": "tok[/N]=tok+ba[Ill]=ba", "readable": "tok[/N] + ba[Ill]", "twolevel": "t:t o:o k:k :[/N] b:b a:a :[Ill]"}]	tok	[/N][Ill]			.	.
azt	""	.	[{"lemma": "az", "tag": "[/Det|Pro][Acc]", "morphana": "az[/Det|Pro]=az+t[Acc]=t", "readable": "az[/Det|Pro] + t[Acc]", "twolevel": "a:a z:z :[/Det|Pro] t:t :[Acc]"}, {"lemma": "az", "tag": "[/N|Pro][Acc]", "morphana": "az[/N|Pro]=az+t[Acc]=t", "readable": "az[/N|Pro] + t[Acc]", "twolevel": "a:a z:z :[/N|Pro] t:t :[Acc]"}]	az	[/Det|Pro][Acc]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
ami	" "	.	[{"lemma": "ami", "tag": "[/Det|Pro|Rel]", "morphana": "ami[/Det|Pro|Rel]=ami", "readable": "ami[/Det|Pro|Rel]", "twolevel": "a:a m:m i:i :[/Det|Pro|Rel]"}, {"lemma": "ami", "tag": "[/N|Pro|Rel][Nom]", "morphana": "ami[/N|Pro|Rel]=ami+[Nom]=", "readable": "ami[/N|Pro|Rel] + [Nom]", "twolevel": "a:a m:m i:i :[/N|Pro|Rel] :[Nom]"}]	ami	[/N|Pro|Rel][Nom]			.	.
több	""	.	[{"lemma": "sok", "tag": "[/Num][_Comp/Num][Nom]", "morphana": "sok[/Num]=tö+bb[_Comp/Num]=bb+[Nom]=", "readable": "sok[/Num]=tö + bb[_Comp/Num] + [Nom]", "twolevel": "t:s ö:o :k :[/Num] b:b b:b :[_Comp/Num] :[Nom]"}]	sok	[/Num][_Comp/Num][Nom]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
nemesebb	" "	.	[{"lemma": "nemes", "tag": "[/Adj][_Comp/Adj][Nom]", "morphana": "nem[/N]=nem+es[_Adjz:s/Adj]=es+ebb[_Comp/Adj]=ebb+[Nom]=", "readable": "nem[/N] + es[_Adjz:s/Adj] + ebb[_Comp/Adj] + [Nom]", "twolevel": "n:n e:e m:m :[/N] e:e s:s :[_Adjz:s/Adj] e:e b:b b:b :[_Comp/Adj] :[Nom]"}, {"lemma": "nemes", "tag": "[/Adj][_Comp/Adj][Nom]", "morphana": "nemes[/Adj]=nemes+ebb[_Comp/Adj]=ebb+[Nom]=", "readable": "nemes[/Adj] + ebb[_Comp/Adj] + [Nom]", "twolevel": "n:n e:e m:m e:e s:s :[/Adj] e:e b:b b:b :[_Comp/Adj] :[Nom]"}]	nemes	[/Adj][_Comp/Adj][Nom]			.	.
